"date","cond.","ODO.mg.L","ORP.mV","turb","pH","SSC_calc","campaign","Q_m3_s","V_m_s"
2021-02-12 11:23:42,271,13.68,151.3,24.76,7.77,45.6057172800813,"BR-HW",3450,1.73655
2021-02-12 11:23:43,271,13.67,151.3,24.79,7.77,45.6584161270723,"BR-HW",3450,1.73655
2021-02-12 11:23:44,271,13.68,151.3,25,7.77,46.0272256350867,"BR-HW",3450,1.73655
2021-02-12 11:23:45,270.9,13.67,151.3,24.99,7.77,46.0096665377065,"BR-HW",3450,1.73655
2021-02-12 11:23:46,270.8,13.68,151.3,23.15,7.77,42.773111678384,"BR-HW",3450,1.73655
2021-02-12 11:23:47,270.8,13.68,151.3,24.49,7.77,45.131294239758,"BR-HW",3450,1.73655
2021-02-12 11:23:48,270.8,13.68,151.3,23.54,7.77,43.4600844237446,"BR-HW",3450,1.73655
2021-02-12 11:23:49,270.7,13.68,151.3,21.34,7.77,39.5776838266906,"BR-HW",3450,1.73655
2021-02-12 11:23:50,270.7,13.68,151.3,24.95,7.77,45.9394268953361,"BR-HW",3450,1.73655
2021-02-12 11:23:51,270.7,13.68,151.3,24.54,7.77,45.2191685409448,"BR-HW",3450,1.73655
2021-02-12 11:23:52,270.7,13.68,151.3,24.83,7.77,45.7286766665243,"BR-HW",3450,1.73655
2021-02-12 11:23:53,270.7,13.68,151.3,24.65,7.77,45.4124628660573,"BR-HW",3450,1.73655
2021-02-12 11:23:54,270.7,13.68,151.2,26.21,7.77,48.1495166927388,"BR-HW",3450,1.73655
2021-02-12 11:23:55,270.7,13.68,151.2,26.29,7.77,48.2896713835385,"BR-HW",3450,1.73655
2021-02-12 11:23:56,270.6,13.68,151.2,23.33,7.77,43.0902420290027,"BR-HW",3450,1.73655
2021-02-12 11:23:57,270.6,13.68,151.2,23.32,7.77,43.0726266545047,"BR-HW",3450,1.73655
2021-02-12 11:23:58,270.7,13.68,151.2,23.73,7.77,43.7945721620224,"BR-HW",3450,1.73655
2021-02-12 11:23:59,270.8,13.68,151.2,24.42,7.77,45.0082562660107,"BR-HW",3450,1.73655
2021-02-12 11:24:00,270.8,13.68,151.2,24.55,7.77,45.2367424064475,"BR-HW",3450,1.73655
2021-02-12 11:24:01,270.8,13.68,151.2,24.62,7.77,45.3597501979052,"BR-HW",3450,1.73655
2021-02-12 11:24:02,270.8,13.68,151.2,24.72,7.77,45.5354475537776,"BR-HW",3450,1.73655
2021-02-12 11:24:03,270.8,13.68,151.2,24.63,7.77,45.3773214173653,"BR-HW",3450,1.73655
2021-02-12 11:24:04,270.8,13.68,151.2,24.71,7.77,45.5178793003859,"BR-HW",3450,1.73655
2021-02-12 11:24:05,270.8,13.68,151.2,24.85,7.77,45.7638049716507,"BR-HW",3450,1.73655
2021-02-12 11:24:06,270.8,13.68,151.1,24.98,7.77,45.9921071151776,"BR-HW",3450,1.73655
2021-02-12 11:24:07,270.8,13.68,151.1,24.97,7.77,45.9745473673638,"BR-HW",3450,1.73655
