,Na - mg/l,Mg - mg/l,Al - mg/l,Si2 - mg/l,P - mg/l,S - mg/l,K - mg/l,Mn - mg/l,Fe - mg/l,Pb - mg/l,SSC(15s) - mg/l,Q - m3/s,V - m/s,Gain Size,Campaign,Date
17,1.6092179671962077,1.1664193170357602,-2.329504779547221,0.12890214832983168,-1.348793048015149,1.3023748655457026,0.7431975132217367,-2.6134478322644505,-2.23991133522945,-3.5350352927814725,0.7802718536937393,2.9242792860618816,0.007930586882614955,-1.951411384671155,BR-LW,2020-09-23 11:29:30
18,1.6399620627377622,1.2072008258712437,-2.3039791233916547,0.19626713104581772,-1.325507443886978,1.3175637441571386,0.7919883762075568,-2.5845419135976266,-2.2119414182336308,-4.2769112934963065,0.8590420471759592,2.9242792860618816,0.007930586882614955,-1.951411384671155,BR-LW,2020-09-23 11:29:45
19,1.6140455547741308,1.1769554201088361,-2.3008637575811526,0.09203092667399711,-1.3501375911069982,1.3001451627416023,0.752460658403319,-2.601213023847615,-2.19283250739115,-2.6386419802049508,0.7830427926389035,2.9242792860618816,0.007930586882614955,-1.951411384671155,BR-LW,2020-09-23 11:30:00
20,1.596309318029977,1.1684395361110718,-2.3079768463563335,0.1385711456196438,-1.3476478991155003,1.2999697949710483,0.7447571966095685,-2.5793168683355856,-2.165395059294237,-4.0089348291957405,0.8173847609726133,2.9242792860618816,0.007930586882614955,-1.951411384671155,BR-LW,2020-09-23 11:30:15
21,1.6088200788823266,1.177821486248169,-2.363293328502259,0.1506787436128723,-1.3308598666577056,1.3183917148881332,0.7537064886770415,-2.5959917972958824,-2.257458078453172,-3.9489882465197494,0.7850736768256796,2.9242792860618816,0.007930586882614955,-1.951411384671155,BR-LW,2020-09-23 11:30:30
22,1.6076046261556172,1.1726575907937034,-2.378299141452619,0.03302597033787944,-1.3398351712843417,1.3186014245359536,0.7407208482186901,-2.6042745882012985,-2.2554097413266696,-3.9811228118741777,0.7390712520928825,2.9242792860618816,0.007930586882614955,-1.951411384671155,BR-LW,2020-09-23 11:30:45
23,1.6491995065930944,1.2195873850045895,-2.2684205428348165,0.15761019053945716,-1.2909849073272446,1.3544952332277593,0.7849045213680462,-2.5277843673438003,-2.0990277530322663,-3.0272689119073224,0.8117475811489171,2.9242792860618816,0.007930586882614955,-1.951411384671155,BR-LW,2020-09-23 11:31:00
24,1.61291953433047,1.1817977011658072,-2.316326695143395,0.09166135322660225,-1.3243493307151337,1.3294337160258154,0.7544520381268522,-2.5912934124415528,-2.2197113070086005,-4.235660324118298,0.8011103930574998,2.9242792860618816,0.007930586882614955,-1.951411384671155,BR-LW,2020-09-23 11:31:15
25,1.6438223702920256,1.2114969050362532,-2.3014267671919413,0.06542351016236758,-1.3138599448092945,1.3351692007241274,0.781016228248495,-2.555778729697933,-2.2001726573804468,-3.505791277053292,0.8298390301849401,2.9242792860618816,0.007930586882614955,-1.951411384671155,BR-LW,2020-09-23 11:31:30
26,1.6162202303165958,1.1773770029058348,-2.292184232127371,-0.02423044087892947,-1.3253864670379847,1.330123527486548,0.7428253283673057,-2.5886234156549346,-2.2123787010176184,-3.911621213828096,0.8543481644592775,2.9242792860618816,0.007930586882614955,-1.951411384671155,BR-LW,2020-09-23 11:31:45
27,1.5962946195458816,1.1617259035656424,-2.241426107794834,0.031727454538846546,-1.3425675910633283,1.3017568828286545,0.7363232298199021,-2.5931618590269627,-2.1448895400215635,-2.807310984359568,0.7359475870175475,2.9242792860618816,0.007930586882614955,-1.951411384671155,BR-LW,2020-09-23 11:32:00
28,1.6069935993658975,1.1752662173747028,-2.240995600851479,0.15151555872460828,-1.337135724362652,1.3064662226641592,0.7488968081711239,-2.5727062368492057,-2.13156104160543,-3.4826560724638793,0.7976053497076007,2.9242792860618816,0.007930586882614955,-1.951411384671155,BR-LW,2020-09-23 11:32:15
29,1.5775219778892708,1.1434557382953805,-2.270565257612972,0.06592894383702026,-1.3614822183225186,1.2834681848719387,0.7196858774839034,-2.6141257514586735,-2.1721014360206676,-3.2769463389884312,0.801772088705558,2.9242792860618816,0.007930586882614955,-1.951411384671155,BR-LW,2020-09-23 11:32:30
30,1.5825472208862497,1.1493065716811446,-1.8596022299075303,-0.051277452763449916,-1.3601365382385173,1.2822313029108305,0.7192864634910245,-2.586389926356602,-2.0745491655313657,-2.980438653670352,0.7666569312831013,2.9242792860618816,0.007930586882614955,-1.951411384671155,BR-LW,2020-09-23 11:32:45
31,1.5997879576054754,1.1536812752374381,-2.244791423111504,-0.12099128910916755,-1.3358382232974575,1.3187654910098414,0.7201243539505205,-2.5922346444412154,-2.1542824968677614,-3.1116860669608597,0.6523560991989563,2.9242792860618816,0.007930586882614955,-1.951411384671155,BR-LW,2020-09-23 11:33:00
32,1.6149029149512941,1.1729438271250257,-2.293209880892539,-0.03948624523107587,-1.3315800057640437,1.3238140782400247,0.7429024870255865,-2.589643074717342,-2.2352020872601592,-4.325074436041127,0.7942967142341983,2.9242792860618816,0.007930586882614955,-1.951411384671155,BR-LW,2020-09-23 11:33:15
33,1.5874476857184578,1.163892427718747,-2.3667954891114023,0.1332882117066091,-1.3746717972984652,1.2667962906659693,0.7551997060298375,-2.5954708177354897,-2.2171548951798936,-3.749828077519896,0.779269445919742,2.9242792860618816,0.007930586882614955,-1.951411384671155,BR-LW,2020-09-23 11:33:30
34,1.608226699513619,1.1781751589292766,-2.3207184518485255,0.10375709232372393,-1.3385311687079708,1.311157184523547,0.761415021095932,-2.57671223472684,-2.2026737226308604,-3.9841612548087086,0.7711806073148909,2.9242792860618816,0.007930586882614955,-1.951411384671155,BR-LW,2020-09-23 11:33:45
35,1.5918827716164246,1.1513921461147762,-2.380409145351429,-0.05105291253150391,-1.3450137815222947,1.314299381275479,0.7230106216069182,-2.596137195313751,-2.2895416968042226,-4.190234081479447,0.7014187772729833,2.9242792860618816,0.007930586882614955,-1.951411384671155,BR-LW,2020-09-23 11:34:00
36,1.587720263983427,1.1474014172492228,-2.3194169098501685,-0.07311580688700903,-1.3469343891715462,1.3078670118720253,0.7153603802666963,-2.6009526466235666,-2.2579215037867133,-3.7489714945256303,0.6791270347727482,2.9242792860618816,0.007930586882614955,-1.951411384671155,BR-LW,2020-09-23 11:34:15
37,1.5794265557158396,1.153155062619738,-2.3075937505282207,-0.03739055738977712,-1.3698043716740411,1.2812851875268552,0.726249168481841,-2.5945394212217314,-2.236603450196306,-3.3011782873774647,0.6404577093473686,2.9242792860618816,0.007930586882614955,-1.951411384671155,BR-LW,2020-09-23 11:34:30
38,1.6056750277725576,1.1710680349267557,-2.377619993316343,-0.12438771785213328,-1.346316419364027,1.30962238007282,0.7447741072283633,-2.563069708219269,-2.2574569296421467,-4.195091130334068,0.7889963279929528,2.9242792860618816,0.007930586882614955,-1.951411384671155,BR-LW,2020-09-23 11:34:45
39,1.7518473931986247,1.3694373291628823,-2.0653456738511027,0.41149965222814056,-1.033842743928638,1.584371037167822,0.9612590429469721,-2.1781517274266893,-1.8376034197843345,-3.7978318819771504,0.8655957603310158,2.890979596989689,0.04020235191063353,-1.8999822038590355,KAA-LW,2020-09-23 14:42:15
40,1.714238529458394,1.3336694120037142,-2.096368069047998,0.23218326216829532,-1.0638827799508215,1.5561548639275582,0.9379402555528101,-2.22214107431033,-1.8582472819086355,-3.8489235585253607,0.8079777207332588,2.890979596989689,0.04020235191063353,-1.8999822038590355,KAA-LW,2020-09-23 14:42:30
41,1.7375932498053306,1.3448713287953384,-2.0965756427209774,0.4175964752337478,-1.0210307932886127,1.59856949791459,0.9638843725504559,-2.1921958281468017,-1.85655320012059,-3.7010006869981193,0.7959181894350338,2.890979596989689,0.04020235191063353,-1.8999822038590355,KAA-LW,2020-09-23 14:42:45
42,1.7390473526185088,1.3579025851509032,-1.9950994612032882,0.2964051992713924,-1.0237440051077944,1.5898267277301283,0.9638266750904706,-2.1839515468921844,-1.7147891853276915,-3.6439658281559932,0.8069824894236435,2.890979596989689,0.04020235191063353,-1.8999822038590355,KAA-LW,2020-09-23 14:43:00
43,1.6986087681614452,1.3181869768683627,-2.111262735605317,0.4196562257674147,-1.0428560866119283,1.5395056707441048,0.9174097557067218,-2.2329383290196767,-1.8735230883204665,-3.7828453705632787,0.7985217944599294,2.890979596989689,0.04020235191063353,-1.8999822038590355,KAA-LW,2020-09-23 14:43:15
44,1.7170531292819005,1.335849404234985,-2.1203444554933477,0.450675269000994,-1.0600641524931331,1.5571730488394246,0.9380789525555296,-2.2175569667008195,-1.8672873870178877,-3.7282285458164464,0.8403565649642831,2.890979596989689,0.04020235191063353,-1.8999822038590355,KAA-LW,2020-09-23 14:43:30
45,1.7715769175499327,1.3768356042076064,-2.068300173511312,0.5402516362371037,-0.9962039443383865,1.6411382527924618,1.0079615399061814,-2.150994319586192,-1.8176622476095565,-3.8300927195915877,0.8697508975510595,2.890979596989689,0.04020235191063353,-1.8999822038590355,KAA-LW,2020-09-23 14:43:45
46,1.812700814909564,1.4239118001361581,-2.02725808017941,0.47257197492787656,-0.9711507483553834,1.663491070894427,1.0391425395462501,-2.109263812157232,-1.7805170526844665,-3.7919709002450173,0.8036856146464006,2.890979596989689,0.04020235191063353,-1.8999822038590355,KAA-LW,2020-09-23 14:44:00
47,1.8125908211577355,1.4297211231799005,-2.0351932985333603,0.6145398076136995,-0.9569937657280514,1.6570481715164196,1.0319194331874573,-2.100600589178816,-1.769808316390887,-3.917231129598084,0.8516544611104222,2.890979596989689,0.04020235191063353,-1.8999822038590355,KAA-LW,2020-09-23 14:44:15
48,1.812505846197732,1.4231314181629582,-2.055927647370069,0.45721569611379914,-0.990823506904517,1.6609842446224654,1.037422770163916,-2.1079485802430993,-1.7908316561974422,-3.8578461994378883,0.8387670107202471,2.890979596989689,0.04020235191063353,-1.8999822038590355,KAA-LW,2020-09-23 14:44:30
49,1.7554353981772561,1.3717214995036455,-2.0781660251924983,0.5292530256603476,-1.0109015232739715,1.6076905276468918,0.9928522386158032,-2.145400737387047,-1.8202466131631432,-3.8022985842605292,0.9008206469954317,2.890979596989689,0.04020235191063353,-1.8999822038590355,KAA-LW,2020-09-23 14:45:45
50,1.3744735234687913,1.0033295200007961,-2.3696813837143735,-0.04685501026532057,-1.3391267776842555,1.2017815713120594,0.5832313022008702,-2.560590606272399,-2.155448000145736,-3.769337800440957,0.8709039974736884,2.890979596989689,0.04020235191063353,-1.8999822038590355,KAA-LW,2020-09-23 14:46:15
51,1.5870269426125743,1.2109892018065502,-2.1798059826509943,0.17893272696101342,-1.1850494287767332,1.414059320571431,0.7948846287446638,-2.352126995612831,-2.009140336742731,-4.0111692081444135,0.9001533324874618,2.890979596989689,0.04020235191063353,-1.8999822038590355,KAA-LW,2020-09-23 14:46:30
52,1.6812526099515157,1.2995400031339845,-2.113178414518038,0.45894223638929194,-1.0702620368120999,1.5309683253401134,0.901906010127311,-2.2444187430339237,-1.9210380440563477,-3.7814903247826535,0.769098440656833,2.890979596989689,0.04020235191063353,-1.8999822038590355,KAA-LW,2020-09-23 14:46:45
53,1.7581632278858297,1.3775144559225028,-2.0400709349320874,0.5315687519103433,-1.0355580252012813,1.6087503213769052,0.9771004086554579,-2.1355638853509915,-1.8281139322469009,-3.83420079947227,0.9034333723237039,2.890979596989689,0.04020235191063353,-1.8999822038590355,KAA-LW,2020-09-23 14:47:00
54,1.719037646521167,1.3510290669762994,-2.101941597292726,0.44122174507142026,-1.0672298780676364,1.5571836951873053,0.9324572604122134,-2.19224419147993,-1.884184585616613,-3.9636069889928076,0.8575104198922693,2.890979596989689,0.04020235191063353,-1.8999822038590355,KAA-LW,2020-09-23 14:47:15
55,1.7691660209179834,1.38822488662673,-2.079535574691299,0.411577055645924,-1.0342926421305534,1.6162042151519633,0.9815321614977333,-2.1368425574396768,-1.8461592844744008,-3.802885169934134,0.8348447386079312,2.890979596989689,0.04020235191063353,-1.8999822038590355,KAA-LW,2020-09-23 14:47:30
56,1.7375068666555757,1.3613333692742031,-2.092053642242559,0.41780467188012615,-1.0656804083044735,1.5913777350244978,0.950713066582348,-2.1598626960791694,-1.88324413439502,-3.912592609016507,0.8796843567266169,2.890979596989689,0.04020235191063353,-1.8999822038590355,KAA-LW,2020-09-23 14:48:00
57,1.7197063334654465,1.3425953922382277,-2.0912469127108095,0.4647504094139858,-1.071861175191961,1.5598686206919024,0.9253788430018914,-2.187719265680702,-1.8836457188765887,-4.000018675064239,0.9118442158511824,2.890979596989689,0.04020235191063353,-1.8999822038590355,KAA-LW,2020-09-23 14:48:15
58,1.697332494982539,1.3167881037283307,-2.07635436844001,0.420543167139885,-1.0946729778840505,1.5401154208767016,0.9053448122238057,-2.212696371445268,-1.8979522643870501,-3.793164966115848,0.7949390017375736,2.890979596989689,0.04020235191063353,-1.8999822038590355,KAA-LW,2020-09-23 14:48:30
59,1.6731139433264433,1.2964974265344853,-2.0658426690017095,0.29956443245008424,-1.1052686795018434,1.5237167713662543,0.8807702501002954,-2.2329477194165426,-1.8698619526092108,-3.4995935027962544,0.7811417799953126,2.890979596989689,0.04020235191063353,-1.8999822038590355,KAA-LW,2020-09-23 14:48:45
60,1.683393006881316,1.2916971959154813,-2.1486751372627206,0.38142206208829815,-1.095271925208796,1.5430430930625099,0.8975173045919587,-2.252367415477944,-1.9475251104370164,-3.875046379289125,0.8918071948649585,2.890979596989689,0.04020235191063353,-1.8999822038590355,KAA-LW,2020-09-23 14:49:00
61,1.6967698793437744,1.3243667027251274,-2.1124961819675576,0.4321629271182707,-1.0797603214996216,1.5437829151141638,0.9040530916761402,-2.2182972645980095,-1.9127603688314228,-4.011708787479628,0.8886728486051901,2.890979596989689,0.04020235191063353,-1.8999822038590355,KAA-LW,2020-09-23 14:49:15
62,1.7424526190213785,1.3702725915263296,-2.035902793394375,0.5230788997863425,-1.0285467863085274,1.5823272327090085,0.9439240182071829,-2.160328931014205,-1.8440733657325918,-3.7126333555074593,0.8915787501834055,2.890979596989689,0.04020235191063353,-1.8999822038590355,KAA-LW,2020-09-23 14:49:30
63,1.808048539717404,1.4446172355695823,-2.0091749734686446,0.5795289988090534,-1.0001887582526705,1.6354137792534766,1.004943096675131,-2.0784261791473964,-1.8013895307381116,-3.8668435668775936,0.8824801336142396,2.890979596989689,0.04020235191063353,-1.8999822038590355,KAA-LW,2020-09-23 14:49:45
64,1.7670021800854667,1.392682411535835,-2.0557404265994133,0.44551542752184586,-1.0397114738267648,1.6137146050485496,0.967295648503559,-2.133564162793553,-1.857283085424506,-3.8179788362069975,0.8717766509368221,2.890979596989689,0.04020235191063353,-1.8999822038590355,KAA-LW,2020-09-23 14:50:00
65,1.7415119410893767,1.368044423626293,-2.055614007972186,0.5300829322364223,-1.0393600883326921,1.595583845014299,0.9415822418067321,-2.1623346931419007,-1.8513312973570026,-3.650854508407776,0.941409501205902,2.890979596989689,0.04020235191063353,-1.8999822038590355,KAA-LW,2020-09-23 14:50:15
66,1.667285897270724,1.3016542386026766,-2.067879017824067,0.46811583984574634,-1.1143545308563692,1.5178843521276357,0.8731529506271282,-2.208831941783241,-1.9203159800771368,-4.004796001829987,0.8968895286849939,2.890979596989689,0.04020235191063353,-1.8999822038590355,KAA-LW,2020-09-23 14:50:30
67,1.7025441522349878,1.328591187668347,-2.1123649787857395,0.4569016406322363,-1.100088985923496,1.5566700898019281,0.9002236612641242,-2.1999422339391286,-1.9078372023192516,-3.8795586245109783,0.8695648859174243,2.890979596989689,0.04020235191063353,-1.8999822038590355,KAA-LW,2020-09-23 14:50:45
68,1.6492224769999373,1.2794875420095002,-2.119766527276418,0.31716346992745564,-1.1343919383623216,1.4977594308830329,0.8392207399894421,-2.2383161347598977,-1.9619328959358109,-3.911707894660344,0.9214760544936929,2.890979596989689,0.04020235191063353,-1.8999822038590355,KAA-LW,2020-09-23 14:51:00
69,1.7269152162887942,1.3642532991964618,-2.0414318827858016,0.45989068043542897,-1.0518523423061077,1.569068978316132,0.9108056244119396,-2.148162551323611,-1.8762405646408158,-3.788485663327139,0.8785495912375231,2.890979596989689,0.04020235191063353,-1.8999822038590355,KAA-LW,2020-09-23 14:51:15
70,1.7151541779406108,1.3504459031485498,-2.0226239995870205,0.4827870943941855,-1.0798475806595895,1.5657171312501625,0.9044940248378237,-2.1567573553668358,-1.8934572001852532,-3.573125725865052,0.872221595550766,2.890979596989689,0.04020235191063353,-1.8999822038590355,KAA-LW,2020-09-23 14:51:30
71,1.7187374662720658,1.3538174802771579,-2.080530791998229,0.3450214309561556,-1.0818859211651783,1.5688492956117004,0.9074747034339058,-2.1652517912588185,-1.9063129022825391,-3.8731663735407587,0.8691011877959903,2.890979596989689,0.04020235191063353,-1.8999822038590355,KAA-LW,2020-09-23 14:51:45
72,1.6984905888863304,1.335715096355318,-2.092226942064992,0.3469608139116615,-1.1266082260580998,1.5453494895382007,0.8822283677409927,-2.1750027337907727,-1.9273753319357154,-3.802993751673011,0.8462105337362373,2.890979596989689,0.04020235191063353,-1.8999822038590355,KAA-LW,2020-09-23 14:52:00
73,1.9673045491312642,1.3568781094741373,-1.98121540527164,0.1578423362604816,-1.0193875376189807,1.618686255773888,0.9541231865157418,-1.9141689049792938,-2.0303314993017256,-3.9442036931728706,1.218160181444597,2.9731278535996988,-0.0298677666353449,-1.887962700025556,EM-LW,2020-09-24 12:08:45
74,2.0380491460265766,1.4256288009714326,-1.860803421605307,0.3373324797156463,-0.9542957102539736,1.6751440497299894,1.015673225085959,-1.8380351845260747,-1.912901469940335,-3.7976600904255973,1.250783327201131,2.9731278535996988,-0.0298677666353449,-1.887962700025556,EM-LW,2020-09-24 12:09:00
75,1.80629259704649,1.1833341321641517,-2.1377268377365137,0.10484602480330073,-1.1967869855348854,1.4406128994127823,0.7631098297208824,-2.096482676039658,-2.1984761784072346,-4.034394846647647,1.2585113370198644,2.9731278535996988,-0.0298677666353449,-1.887962700025556,EM-LW,2020-09-24 12:09:15
76,2.028931032091475,1.407077587476828,-1.8877196292256258,0.401520933788779,-0.9662875009119615,1.6455862148305904,0.987140142646832,-1.8558416405029428,-1.9342399545787317,-3.836481072876686,1.1952960304484253,2.9731278535996988,-0.0298677666353449,-1.887962700025556,EM-LW,2020-09-24 12:09:30
77,2.0795227574533803,1.452174853288652,-1.8725109989742412,0.4248078497716719,-0.931420193252937,1.6972748437112242,1.0508143881393466,-1.7935077422224526,-1.914640454002808,-3.8375777869638936,1.210308876401522,2.9731278535996988,-0.0298677666353449,-1.887962700025556,EM-LW,2020-09-24 12:09:45
78,2.0944310805115034,1.4741507149110407,-1.8670387839720086,0.3774996300918815,-0.9267996627766197,1.6978160489308278,1.068606893545222,-1.785964885803671,-1.8848170568134992,-3.7746875955012325,1.212219817735134,2.9731278535996988,-0.0298677666353449,-1.887962700025556,EM-LW,2020-09-24 12:10:00
79,2.020519177587778,1.3925014723596247,-1.922830229068954,0.24734209727492307,-0.9980670324009936,1.6175816807178647,0.9756777439363081,-1.856828608891935,-1.9625490993794434,-3.9282492283412753,1.1784402848861408,2.9731278535996988,-0.0298677666353449,-1.887962700025556,EM-LW,2020-09-24 12:10:15
80,2.189662906824133,1.57432803114248,-1.7493577460561245,0.3926041184312485,-0.8195210286581596,1.7963945613636954,1.1660439636679703,-1.6969284328920025,-1.7890701622936573,-3.6377174749091514,1.1959387407495632,2.9731278535996988,-0.0298677666353449,-1.887962700025556,EM-LW,2020-09-24 12:10:30
81,1.7653907536032514,1.1262866181997875,-2.196210395347633,0.0016294177034901847,-1.2524831056415884,1.3882139952690937,0.7146375398754004,-2.155636413886974,-2.245976847621865,-4.04001241902159,1.2030226053248945,2.9731278535996988,-0.0298677666353449,-1.887962700025556,EM-LW,2020-09-24 12:10:45
82,2.0278710014159937,1.3856421587802206,-1.9564871363344225,0.2737622456298009,-0.9987660288330148,1.6234954363384735,0.9784348454938993,-1.8928436429041497,-1.995869461875071,-3.9534588957480734,1.244598318047683,2.9731278535996988,-0.0298677666353449,-1.887962700025556,EM-LW,2020-09-24 12:11:00
83,2.0129363282521955,1.3684642913441782,-1.9766062373452469,0.31360613851446534,-1.0106281276995739,1.6140503799147354,0.9597246966860753,-1.9066949662397852,-2.018421425961899,-3.9960684148364747,1.2209365115736786,2.9731278535996988,-0.0298677666353449,-1.887962700025556,EM-LW,2020-09-24 12:11:15
84,2.0865586510928336,1.439620366478988,-1.890787828184439,0.3778149527143182,-0.945651879231989,1.6686965029532657,1.030105080508206,-1.815839326176585,-1.9192461377492196,-3.625604488376415,1.2167947663975833,2.9731278535996988,-0.0298677666353449,-1.887962700025556,EM-LW,2020-09-24 12:11:30
85,2.10988867628242,1.4803578753012012,-1.840556359465033,0.35758484675129526,-0.919726830153241,1.6878161513235694,1.0566465586635176,-1.8158062178876648,-1.8813564026735081,-3.8928471031113348,1.2059063269608816,2.9731278535996988,-0.0298677666353449,-1.887962700025556,EM-LW,2020-09-24 12:11:45
86,2.097411625186768,1.4624037239590733,-1.876420173643688,0.23064819893615401,-0.9436616345316264,1.6678726357549478,1.042308291497836,-1.8242446044470602,-1.903992490592444,-3.8805393013916207,1.2391229707666234,2.9731278535996988,-0.0298677666353449,-1.887962700025556,EM-LW,2020-09-24 12:12:00
87,1.9165705892260139,1.2872129492840445,-1.9653380165734013,0.23933999878910733,-1.08987286607622,1.521889298101425,0.8683016245666331,-1.9846765776107034,-2.0339731663076224,-3.7435778479831407,1.2250292015212298,2.9731278535996988,-0.0298677666353449,-1.887962700025556,EM-LW,2020-09-24 12:12:15
88,1.7950543226572544,1.1518029923381938,-2.1345957879262034,0.10183037181658099,-1.2075569349623865,1.4228698276656553,0.7501911943142209,-2.1216228413477367,-2.20034639585897,-4.131565295963448,1.187943412705962,2.9731278535996988,-0.0298677666353449,-1.887962700025556,EM-LW,2020-09-24 12:12:30
89,2.1078123293918254,1.4708000466979825,-1.8589225429645047,0.4192863600984378,-0.9173750650832041,1.6942275199378156,1.0704425890084752,-1.7798529080496563,-1.8874837989831652,-3.846549166002169,1.19904960436423,2.9731278535996988,-0.0298677666353449,-1.887962700025556,EM-LW,2020-09-24 12:12:45
90,2.1204430796245464,1.48413979113867,-1.842833489233854,0.42833995796793095,-0.9036993723194128,1.7096502455585283,1.0821326731532426,-1.7850093677478007,-1.8561390494143621,-3.8180664309892465,1.2591222808311895,2.9731278535996988,-0.0298677666353449,-1.887962700025556,EM-LW,2020-09-24 12:13:00
